event_date,event_code,case_id
10/19/2015,110,5209/2015
10/20/2015,110,23988/2015
10/20/2015,55,26320/2015
10/20/2015,55,80316/2015
10/20/2015,121,87479/2015
10/21/2015,6,26295/2015
10/21/2015,20,95838/2015
10/21/2015,110,97531/2015
10/22/2015,20,37806/2015
10/22/2015,110,73286/2015
10/23/2015,20,12090/2015
10/23/2015,6,3087/2015
10/24/2015,110,19690/2015
10/24/2015,20,46134/2015
10/24/2015,110,77823/2015
10/24/2015,20,94817/2015
10/25/2015,6,15984/2015
10/25/2015,20,36082/2015
10/25/2015,55,36082/2015
10/25/2015,20,48044/2015
10/25/2015,110,63168/2015
10/27/2015,55,47373/2015
10/27/2015,110,64899/2015
10/28/2015,6,59901/2015
11/1/2015,121,61410/2014
11/1/2015,20,82959/2015
11/2/2015,55,28082/2015
11/3/2015,6,28426/2015
11/3/2015,6,6730/2015
11/4/2015,20,60069/2015
11/5/2015,151,41051/2015
11/5/2015,20,71236/2015
11/5/2015,55,71236/2015
11/6/2015,55,17760/2015
11/6/2015,6,96942/2015
11/7/2015,110,1190/2015
11/7/2015,6,54562/2015
11/7/2015,55,93663/2015
11/8/2015,55,61931/2015
11/8/2015,20,74905/2015
11/9/2015,6,23391/2015
11/9/2015,55,73744/2015
11/9/2015,20,83114/2015
11/9/2015,55,83114/2015
11/9/2015,6,83643/2015
11/10/2015,6,49608/2015
11/10/2015,6,99079/2015
11/11/2015,55,20762/2015
11/11/2015,130,3799/2015
11/11/2015,110,52102/2015
11/12/2015,6,20207/2015
11/12/2015,6,51997/2015
11/12/2015,110,60972/2015
11/12/2015,110,77445/2015
11/12/2015,151,77445/2015
11/12/2015,20,88872/2015
11/13/2015,20,27444/2015
11/13/2015,110,56888/2015
11/13/2015,20,88046/2015
11/13/2015,55,88046/2015
11/14/2015,151,36900/2015
11/14/2015,20,41291/2015
11/14/2015,55,58264/2015
11/14/2015,110,61398/2015
11/14/2015,6,92828/2015
11/15/2015,20,3446/2015
11/16/2015,110,33118/2015
11/16/2015,55,37681/2015
11/16/2015,20,45714/2015
11/16/2015,55,45714/2015
11/17/2015,20,25523/2015
11/17/2015,55,30548/2015
11/17/2015,6,75581/2015
11/17/2015,55,77406/2015
11/17/2015,110,77406/2015
11/18/2015,55,41944/2015
11/18/2015,20,75346/2015
11/19/2015,110,61384/2015
11/20/2015,110,17735/2015
11/20/2015,110,26320/2015
11/20/2015,6,84211/2015
11/21/2015,130,88163/2015
11/22/2015,55,37806/2015
11/23/2015,20,3087/2015
11/23/2015,110,57168/2015
11/24/2015,145,14994/2015
11/24/2015,55,46134/2015
11/25/2015,145,53984/2015
11/26/2015,6,33447/2015
11/26/2015,55,41775/2015
11/26/2015,20,43628/2015
11/26/2015,55,43628/2015
11/26/2015,110,50157/2015
11/27/2015,6,30617/2015
11/27/2015,6,30634/2015
11/28/2015,20,11322/2015
11/28/2015,55,11322/2015
11/28/2015,6,91649/2015
12/1/2015,110,40489/2015
12/1/2015,55,82959/2015
12/2/2015,110,28082/2015
12/2/2015,20,97008/2015
12/2/2015,55,97008/2015
12/2/2015,6,98929/2015
12/3/2015,20,28426/2015
12/3/2015,55,38965/2015
12/3/2015,20,6730/2015
12/4/2015,110,24153/2015
12/4/2015,55,60069/2015
12/4/2015,6,9996/2015
12/5/2015,6,75996/2015
12/6/2015,20,38239/2015
12/6/2015,55,38239/2015
12/6/2015,110,42533/2015
12/6/2015,6,49318/2015
12/6/2015,110,91739/2015
12/7/2015,20,18978/2015
12/7/2015,20,2145/2015
12/7/2015,20,26733/2015
12/7/2015,55,26733/2015
12/7/2015,121,52592/2015
12/8/2015,55,74905/2015
12/8/2015,151,99349/2015
12/9/2015,20,23391/2015
12/9/2015,6,40008/2015
12/9/2015,110,83271/2015
12/9/2015,20,83643/2015
12/9/2015,55,85607/2015
12/10/2015,6,12706/2015
12/10/2015,20,4396/2015
12/10/2015,55,4396/2015
12/10/2015,20,49608/2015
12/11/2015,110,20762/2015
12/11/2015,121,69551/2015
12/12/2015,20,20207/2015
12/12/2015,20,51997/2015
12/12/2015,110,95696/2015
12/13/2015,110,13879/2015
12/13/2015,6,54258/2015
12/14/2015,110,42446/2015
12/14/2015,110,58264/2015
12/14/2015,6,73432/2015
12/14/2015,20,92828/2015
12/15/2015,145,27302/2015
12/16/2015,6,66422/2015
12/17/2015,55,25523/2015
12/17/2015,20,48655/2015
12/17/2015,55,48655/2015
12/17/2015,55,71507/2015
12/17/2015,20,75581/2015
12/18/2015,6,11333/2015
12/19/2015,145,5209/2015
12/19/2015,6,58535/2015
12/20/2015,110,38415/2015
12/21/2015,20,26295/2015
12/21/2015,6,67449/2015
12/22/2015,6,37198/2015
12/23/2015,55,12090/2015
12/23/2015,55,3087/2015
12/24/2015,6,91147/2015
12/25/2015,20,15984/2015
12/25/2015,55,15984/2015
12/25/2015,55,48044/2015
12/25/2015,151,56897/2014
12/25/2015,130,77273/2015
12/26/2015,20,33447/2015
12/26/2015,110,41775/2015
12/26/2015,6,52849/2015
12/27/2015,151,1529/2014
12/27/2015,20,30617/2015
12/27/2015,6,33124/2015
12/28/2015,20,59901/2015
1/1/2016,110,82959/2015
1/1/2016,6,93976/2016
1/2/2016,130,45942/2015
1/2/2016,6,75302/2016
1/2/2016,20,98929/2015
1/3/2016,6,68135/2016
1/4/2016,110,6276/2015
1/4/2016,20,9996/2015
1/5/2016,110,71236/2015
1/5/2016,20,75996/2015
1/6/2016,55,96748/2015
1/6/2016,110,96748/2015
1/6/2016,20,96942/2015
1/6/2016,55,96942/2015
1/7/2016,55,2145/2015
1/7/2016,6,44703/2016
1/7/2016,145,54197/2015
1/7/2016,20,54562/2015
1/8/2016,182,15804/2014
1/8/2016,110,61931/2015
1/9/2016,121,54609/2015
1/9/2016,55,83643/2015
1/9/2016,110,85607/2015
1/10/2016,20,12706/2015
1/10/2016,110,48067/2015
1/10/2016,20,99079/2015
1/10/2016,55,99079/2015
1/11/2016,6,81258/2016
1/12/2016,55,51997/2015
1/12/2016,6,87535/2016
1/13/2016,6,20649/2016
1/13/2016,6,36274/2016
1/14/2016,20,73432/2015
1/14/2016,55,92828/2015
1/16/2016,6,71119/2016
1/18/2016,6,33455/2016
1/20/2016,20,84211/2015
1/20/2016,110,97454/2015
1/21/2016,20,67449/2015
1/21/2016,55,95838/2015
1/21/2016,110,95838/2015
1/22/2016,6,15425/2016
1/22/2016,110,37806/2015
1/24/2016,6,15841/2016
1/24/2016,6,37463/2016
1/24/2016,110,46134/2015
1/24/2016,55,94817/2015
1/24/2016,110,94817/2015
1/25/2016,6,33256/2016
1/25/2016,110,48044/2015
1/26/2016,110,12725/2015
1/26/2016,110,35891/2015
1/26/2016,20,52849/2015
1/26/2016,130,72258/2015
1/26/2016,190,88164/2014
1/27/2016,55,30617/2015
1/27/2016,20,30634/2015
1/27/2016,55,30634/2015
1/27/2016,20,33124/2015
1/27/2016,130,41729/2015
1/28/2016,20,91649/2015
2/2/2016,151,41180/2015
2/2/2016,6,56905/2016
2/2/2016,20,75302/2016
2/2/2016,55,98929/2015
2/3/2016,130,19058/2015
2/3/2016,6,22319/2016
2/3/2016,55,28426/2015
2/3/2016,55,6730/2015
2/4/2016,130,2882/2015
2/4/2016,182,58961/2015
2/4/2016,6,61375/2016
2/4/2016,55,9996/2015
2/5/2016,6,5526/2016
2/5/2016,55,75996/2015
2/6/2016,110,17760/2015
2/6/2016,20,49318/2015
2/6/2016,55,49318/2015
2/7/2016,55,18978/2015
2/7/2016,110,44309/2015
2/7/2016,55,54562/2015
2/7/2016,6,84886/2016
2/8/2016,6,84904/2016
2/9/2016,20,40008/2015
2/9/2016,55,40008/2015
2/10/2016,110,4396/2015
2/11/2016,6,24401/2016
2/11/2016,121,59903/2015
2/11/2016,20,81258/2016
2/11/2016,6,98748/2016
2/12/2016,55,20207/2015
2/12/2016,6,88518/2016
2/12/2016,55,88872/2015
2/12/2016,110,88872/2015
2/13/2016,20,20649/2016
2/13/2016,55,27444/2015
2/13/2016,110,27444/2015
2/13/2016,20,54258/2015
2/13/2016,110,88046/2015
2/14/2016,55,41291/2015
2/15/2016,55,3446/2015
2/15/2016,145,89647/2015
2/16/2016,6,17755/2016
2/16/2016,110,45714/2015
2/16/2016,6,50219/2016
2/16/2016,20,66422/2015
2/16/2016,55,66422/2015
2/16/2016,20,71119/2016
2/16/2016,151,73487/2015
2/17/2016,110,71507/2015
2/17/2016,55,75581/2015
2/18/2016,20,11333/2015
2/18/2016,6,62689/2016
2/18/2016,55,75346/2015
2/18/2016,6,95801/2016
2/19/2016,20,58535/2015
2/20/2016,121,23988/2015
2/21/2016,55,26295/2015
2/21/2016,6,98282/2016
2/22/2016,20,37198/2015
2/23/2016,110,12090/2015
2/23/2016,110,3087/2015
2/23/2016,6,47170/2016
2/23/2016,6,67127/2016
2/24/2016,6,78459/2016
2/24/2016,20,91147/2015
2/25/2016,6,13934/2016
2/25/2016,20,33256/2016
2/25/2016,110,36082/2015
2/25/2016,151,48044/2015
2/25/2016,151,74579/2015
2/25/2016,182,9942/2014
2/26/2016,55,33447/2015
2/26/2016,6,38547/2016
2/26/2016,130,8362/2015
2/27/2016,55,33124/2015
2/27/2016,6,66543/2016
2/28/2016,6,10975/2016
2/28/2016,121,12892/2015
2/28/2016,6,45967/2016
2/28/2016,55,59901/2015
2/28/2016,55,91649/2015
2/28/2016,6,96913/2016
3/1/2016,20,93976/2016
3/1/2016,55,93976/2016
3/1/2016,6,98549/2016
3/2/2016,20,56905/2016
3/2/2016,55,75302/2016
3/3/2016,121,2013/2015
3/3/2016,20,22319/2016
3/3/2016,6,27262/2016
3/3/2016,20,68135/2016
3/3/2016,55,68135/2016
3/4/2016,20,61375/2016
3/5/2016,20,5526/2016
3/6/2016,110,38239/2015
3/6/2016,110,96942/2015
3/7/2016,190,1190/2015
3/7/2016,182,16456/2014
3/7/2016,110,18978/2015
3/7/2016,20,44703/2016
3/7/2016,130,93663/2015
3/7/2016,6,97698/2016
3/9/2016,55,23391/2015
3/9/2016,151,83271/2015
3/9/2016,6,91957/2016
3/10/2016,55,49608/2015
3/11/2016,20,24401/2016
3/11/2016,6,80500/2016
3/11/2016,20,98748/2016
3/12/2016,110,32985/2015
3/12/2016,151,32985/2015
3/12/2016,20,87535/2016
3/13/2016,20,36274/2016
3/13/2016,55,36274/2016
3/14/2016,6,40268/2016
3/14/2016,55,73432/2015
3/14/2016,190,76456/2014
3/14/2016,110,92828/2015
3/14/2016,6,97638/2016
3/15/2016,6,15833/2016
3/15/2016,182,27302/2015
3/15/2016,145,97402/2015
3/16/2016,110,1273/2015
3/16/2016,110,37681/2015
3/16/2016,20,50219/2016
3/16/2016,190,98788/2014
3/17/2016,110,75581/2015
3/17/2016,121,77406/2015
3/18/2016,20,33455/2016
3/18/2016,55,33455/2016
3/18/2016,110,41944/2015
3/18/2016,20,62689/2016
3/18/2016,6,91710/2016
3/18/2016,20,95801/2016
3/19/2016,6,53007/2016
3/19/2016,6,63052/2016
3/19/2016,6,79415/2016
3/20/2016,110,80316/2015
3/20/2016,151,80316/2015
3/20/2016,55,84211/2015
3/20/2016,6,90037/2016
3/21/2016,110,26295/2015
3/21/2016,6,57112/2016
3/21/2016,20,98282/2016
3/22/2016,20,15425/2016
3/22/2016,55,15425/2016
3/22/2016,55,37198/2015
3/23/2016,20,67127/2016
3/24/2016,20,15841/2016
3/24/2016,55,15841/2016
3/24/2016,20,37463/2016
3/24/2016,55,91147/2015
3/25/2016,130,36082/2015
3/26/2016,20,38547/2016
3/26/2016,6,84692/2016
3/27/2016,6,18295/2016
3/27/2016,20,66543/2016
3/28/2016,20,10975/2016
3/28/2016,110,23746/2015
3/28/2016,110,59901/2015
3/28/2016,110,91649/2015
4/1/2016,151,40489/2015
4/1/2016,20,98549/2016
4/3/2016,6,59891/2016
4/3/2016,6,64904/2016
4/4/2016,6,39096/2016
4/4/2016,110,60069/2015
4/4/2016,145,60069/2015
4/4/2016,130,6276/2015
4/5/2016,55,5526/2016
4/5/2016,110,75996/2015
4/6/2016,6,10269/2016
4/6/2016,6,35960/2016
4/6/2016,110,48477/2015
4/7/2016,151,44309/2015
4/7/2016,55,44703/2016
4/7/2016,20,84886/2016
4/7/2016,55,84886/2016
4/8/2016,110,74905/2015
4/8/2016,20,84904/2016
4/9/2016,110,73744/2015
4/9/2016,20,91957/2016
4/10/2016,55,12706/2015
4/10/2016,151,4396/2015
4/10/2016,110,49608/2015
4/10/2016,110,99079/2015
4/11/2016,130,20762/2015
4/11/2016,55,81258/2016
4/12/2016,20,88518/2016
4/13/2016,55,54258/2015
4/13/2016,110,54258/2015
4/14/2016,20,40268/2016
4/14/2016,6,52011/2016
4/14/2016,20,97638/2016
4/15/2016,20,15833/2016
4/16/2016,20,17755/2016
4/16/2016,121,33118/2015
4/16/2016,55,71119/2016
4/17/2016,110,25523/2015
4/17/2016,110,30548/2015
4/17/2016,110,48655/2015
4/18/2016,55,11333/2015
4/18/2016,6,48916/2016
4/18/2016,6,71070/2016
4/18/2016,55,95801/2016
4/19/2016,6,40581/2016
4/19/2016,20,53007/2016
4/19/2016,55,58535/2015
4/19/2016,20,63052/2016
4/19/2016,20,79415/2016
4/20/2016,6,67269/2016
4/20/2016,145,97454/2015
4/21/2016,55,67449/2015
4/22/2016,110,37198/2015
4/23/2016,6,16031/2016
4/23/2016,6,41065/2016
4/23/2016,20,47170/2016
4/23/2016,55,47170/2016
4/23/2016,55,67127/2016
4/23/2016,6,98322/2016
4/24/2016,20,78459/2016
4/24/2016,55,78459/2016
4/25/2016,20,13934/2016
4/25/2016,55,13934/2016
4/25/2016,110,15984/2015
4/26/2016,55,38547/2016
4/26/2016,55,52849/2015
4/26/2016,110,52849/2015
4/27/2016,20,18295/2016
4/27/2016,110,30634/2015
4/27/2016,6,35711/2016
4/27/2016,110,47373/2015
4/27/2016,121,47373/2015
4/27/2016,55,66543/2016
4/28/2016,20,45967/2016
4/28/2016,151,59901/2015
4/28/2016,20,96913/2016
5/1/2016,6,58271/2016
5/1/2016,145,82959/2015
5/1/2016,55,98549/2016
5/2/2016,6,38839/2016
5/2/2016,55,56905/2016
5/2/2016,110,75302/2016
5/2/2016,110,97008/2015
5/2/2016,110,98929/2015
5/3/2016,20,27262/2016
5/3/2016,110,38965/2015
5/3/2016,20,59891/2016
5/3/2016,20,64904/2016
5/4/2016,55,61375/2016
5/5/2016,6,30339/2016
5/6/2016,20,35960/2016
5/7/2016,110,2145/2015
5/7/2016,110,26733/2015
5/7/2016,110,54562/2015
5/7/2016,6,71028/2016
5/7/2016,110,93663/2015
5/7/2016,20,97698/2016
5/7/2016,55,97698/2016
5/9/2016,6,67614/2016
5/9/2016,110,83114/2015
5/9/2016,55,91957/2016
5/11/2016,55,24401/2016
5/11/2016,6,33396/2016
5/11/2016,20,80500/2016
5/11/2016,55,98748/2016
5/12/2016,145,14989/2015
5/12/2016,55,87535/2016
5/12/2016,55,88518/2016
5/12/2016,121,95696/2015
5/13/2016,55,20649/2016
5/13/2016,145,88046/2015
5/14/2016,110,41291/2015
5/14/2016,55,97638/2016
5/15/2016,6,6144/2016
5/16/2016,55,50219/2016
5/16/2016,110,66422/2015
5/17/2016,121,71507/2015
5/18/2016,20,48916/2016
5/18/2016,20,91710/2016
5/19/2016,55,79415/2016
5/20/2016,145,38415/2015
5/20/2016,20,90037/2016
5/20/2016,55,90037/2016
5/21/2016,20,57112/2016
5/21/2016,151,97531/2015
5/21/2016,55,98282/2016
5/22/2016,6,84208/2016
5/24/2016,55,37463/2016
5/24/2016,110,37463/2016
5/24/2016,145,46134/2015
5/24/2016,110,91147/2015
5/25/2016,55,33256/2016
5/25/2016,110,33256/2016
5/26/2016,110,43628/2015
5/26/2016,20,84692/2016
5/27/2016,55,18295/2016
5/27/2016,6,44286/2016
5/27/2016,6,86332/2016
5/28/2016,55,10975/2016
5/28/2016,110,11322/2015
6/1/2016,6,10288/2016
6/1/2016,6,90235/2016
6/2/2016,6,1861/2016
6/2/2016,6,1881/2016
6/2/2016,20,38839/2016
6/3/2016,55,22319/2016
6/3/2016,110,28426/2015
6/4/2016,20,39096/2016
6/4/2016,6,73129/2016
6/4/2016,6,75459/2016
6/4/2016,151,9996/2015
6/5/2016,20,30339/2016
6/5/2016,181,38667/2014
6/6/2016,20,10269/2016
6/6/2016,55,35960/2016
6/6/2016,6,4153/2016
6/6/2016,110,49318/2015
6/6/2016,130,96942/2015
6/7/2016,130,26733/2015
6/8/2016,6,47013/2016
6/8/2016,55,84904/2016
6/11/2016,20,33396/2016
6/13/2016,110,20649/2016
6/13/2016,182,31263/2015
6/13/2016,110,36274/2016
6/14/2016,6,34460/2016
6/14/2016,55,40268/2016
6/14/2016,130,42446/2015
6/14/2016,20,52011/2016
6/15/2016,55,15833/2016
6/15/2016,6,23701/2016
6/15/2016,110,3446/2015
6/15/2016,20,6144/2016
6/16/2016,55,17755/2016
6/16/2016,130,37681/2015
6/16/2016,145,45714/2015
6/18/2016,110,11333/2015
6/18/2016,6,16084/2016
6/18/2016,55,62689/2016
6/18/2016,20,71070/2016
6/18/2016,110,75346/2015
6/18/2016,182,81186/2014
6/18/2016,55,91710/2016
6/19/2016,20,40581/2016
6/19/2016,55,63052/2016
6/20/2016,6,18083/2016
6/20/2016,20,67269/2016
6/20/2016,110,84211/2015
6/21/2016,55,57112/2016
6/22/2016,121,37198/2015
6/22/2016,6,43457/2016
6/23/2016,130,12090/2015
6/23/2016,20,16031/2016
6/23/2016,55,16031/2016
6/23/2016,20,41065/2016
6/23/2016,20,98322/2016
6/23/2016,55,98322/2016
6/24/2016,6,33838/2016
6/24/2016,6,4084/2016
6/24/2016,6,70588/2016
6/24/2016,6,91257/2016
6/25/2016,6,11427/2016
6/25/2016,190,74579/2015
6/25/2016,6,96184/2016
6/26/2016,145,50157/2015
6/26/2016,6,50518/2016
6/27/2016,20,35711/2016
6/27/2016,6,43056/2016
6/27/2016,110,66543/2016
6/28/2016,55,45967/2016
6/28/2016,6,50968/2016
6/28/2016,55,96913/2016
7/1/2016,20,10288/2016
7/1/2016,6,51570/2016
7/1/2016,20,58271/2016
7/1/2016,55,58271/2016
7/1/2016,110,93976/2016
7/1/2016,110,98549/2016
7/2/2016,20,1861/2016
7/2/2016,20,1881/2016
7/2/2016,6,19136/2016
7/3/2016,55,27262/2016
7/3/2016,110,27262/2016
7/3/2016,110,6730/2015
7/3/2016,110,68135/2016
7/4/2016,20,73129/2016
7/4/2016,20,75459/2016
7/4/2016,110,9996/2015
7/6/2016,55,10269/2016
7/6/2016,182,25483/2014
7/6/2016,20,4153/2016
7/6/2016,151,49318/2015
7/7/2016,145,18978/2015
7/7/2016,6,46683/2016
7/7/2016,20,71028/2016
7/7/2016,55,71028/2016
7/7/2016,6,77278/2016
7/8/2016,121,61931/2015
7/9/2016,110,23391/2015
7/9/2016,151,23391/2015
7/9/2016,20,67614/2016
7/9/2016,121,73744/2015
7/9/2016,151,83114/2015
7/9/2016,110,83643/2015
7/10/2016,151,49608/2015
7/11/2016,190,52102/2015
7/11/2016,55,80500/2016
7/11/2016,110,80500/2016
7/11/2016,110,81258/2016
7/12/2016,110,20207/2015
7/12/2016,110,51997/2015
7/12/2016,181,68211/2014
7/12/2016,110,87535/2016
7/14/2016,20,34460/2016
7/14/2016,110,73432/2015
7/14/2016,130,92828/2015
7/15/2016,110,15833/2016
7/15/2016,6,66437/2016
7/15/2016,6,89862/2016
7/16/2016,151,1273/2015
7/16/2016,110,50219/2016
7/17/2016,121,48655/2015
7/18/2016,6,21431/2016
7/18/2016,110,91710/2016
7/19/2016,55,40581/2016
7/19/2016,6,46693/2016
7/19/2016,55,53007/2016
7/20/2016,20,18083/2016
7/20/2016,110,90037/2016
7/21/2016,6,19535/2016
7/21/2016,145,26295/2015
7/21/2016,181,29818/2014
7/21/2016,110,67449/2015
7/22/2016,110,15425/2016
7/22/2016,151,37806/2015
7/22/2016,20,84208/2016
7/23/2016,55,41065/2016
7/23/2016,110,47170/2016
7/23/2016,6,61091/2016
7/24/2016,110,15841/2016
7/24/2016,20,4084/2016
7/24/2016,20,70588/2016
7/25/2016,20,11427/2016
7/25/2016,151,33256/2016
7/25/2016,6,36629/2016
7/26/2016,110,33447/2015
7/26/2016,20,50518/2016
7/26/2016,181,72258/2015
7/26/2016,55,84692/2016
7/26/2016,110,84692/2016
7/27/2016,6,13577/2016
7/27/2016,110,30617/2015
7/27/2016,130,33124/2015
7/27/2016,6,35167/2016
7/27/2016,55,35711/2016
7/27/2016,20,43056/2016
7/27/2016,20,44286/2016
7/27/2016,55,44286/2016
7/27/2016,20,86332/2016
7/28/2016,190,12892/2015
7/28/2016,110,45967/2016
7/28/2016,20,50968/2016
8/1/2016,20,90235/2016
8/2/2016,55,1861/2016
8/2/2016,55,1881/2016
8/2/2016,20,19136/2016
8/2/2016,6,39828/2016
8/2/2016,110,56905/2016
8/2/2016,145,97008/2015
8/3/2016,55,59891/2016
8/3/2016,55,64904/2016
8/3/2016,151,68135/2016
8/4/2016,55,39096/2016
8/4/2016,110,39096/2016
8/5/2016,55,30339/2016
8/5/2016,130,71236/2015
8/5/2016,6,89251/2016
8/6/2016,110,35960/2016
8/6/2016,6,63941/2016
8/7/2016,145,54562/2015
8/7/2016,6,73132/2016
8/8/2016,6,23965/2016
8/8/2016,20,47013/2016
8/8/2016,55,47013/2016
8/9/2016,6,19257/2016
8/9/2016,110,40008/2015
8/9/2016,55,67614/2016
8/9/2016,6,73055/2016
8/10/2016,110,12706/2015
8/11/2016,6,42087/2016
8/11/2016,130,81258/2016
8/13/2016,121,36274/2016
8/14/2016,6,23935/2016
8/14/2016,110,40268/2016
8/14/2016,55,52011/2016
8/15/2016,20,23701/2016
8/15/2016,55,23701/2016
8/15/2016,121,3446/2015
8/15/2016,55,6144/2016
8/15/2016,6,67444/2016
8/15/2016,20,89862/2016
8/16/2016,6,35034/2016
8/16/2016,110,71119/2016
8/18/2016,20,16084/2016
8/18/2016,110,33455/2016
8/18/2016,55,48916/2016
8/18/2016,6,59491/2016
8/18/2016,55,71070/2016
8/18/2016,110,71070/2016
8/19/2016,6,15280/2016
8/19/2016,110,58535/2015
8/19/2016,110,79415/2016
8/20/2016,6,4037/2016
8/20/2016,55,67269/2016
8/21/2016,110,98282/2016
8/22/2016,20,43457/2016
8/22/2016,6,59598/2016
8/22/2016,55,84208/2016
8/23/2016,6,30428/2016
8/23/2016,151,3087/2015
8/23/2016,6,32934/2016
8/23/2016,145,47170/2016
8/24/2016,20,33838/2016
8/24/2016,55,33838/2016
8/24/2016,20,91257/2016
8/24/2016,151,94817/2015
8/25/2016,55,11427/2016
8/25/2016,20,96184/2016
8/25/2016,55,96184/2016
8/26/2016,6,27318/2016
8/26/2016,130,38547/2016
8/26/2016,182,41775/2015
8/27/2016,20,13577/2016
8/27/2016,110,18295/2016
8/27/2016,121,30634/2015
8/27/2016,110,33124/2015
8/27/2016,20,35167/2016
8/27/2016,55,86332/2016
8/28/2016,6,63096/2016
8/28/2016,6,64167/2016
8/28/2016,110,96913/2016
9/1/2016,55,10288/2016
9/1/2016,20,51570/2016
9/1/2016,55,51570/2016
9/1/2016,110,58271/2016
9/1/2016,55,90235/2016
9/2/2016,6,21006/2016
9/2/2016,55,38839/2016
9/2/2016,20,39828/2016
9/2/2016,181,80471/2014
9/3/2016,110,22319/2016
9/3/2016,151,38965/2015
9/3/2016,110,59891/2016
9/5/2016,6,21181/2016
9/5/2016,20,89251/2016
9/7/2016,110,44703/2016
9/7/2016,20,46683/2016
9/7/2016,110,71028/2016
9/7/2016,20,77278/2016
9/7/2016,55,77278/2016
9/7/2016,110,84886/2016
9/8/2016,181,60394/2015
9/8/2016,130,74905/2015
9/8/2016,110,84904/2016
9/8/2016,6,86990/2016
9/9/2016,6,22229/2016
9/9/2016,110,91957/2016
9/11/2016,110,24401/2016
9/11/2016,55,33396/2016
9/11/2016,110,33396/2016
9/11/2016,110,98748/2016
9/12/2016,110,88518/2016
9/13/2016,6,21232/2016
9/13/2016,6,42497/2016
9/13/2016,190,56888/2015
9/13/2016,181,88046/2015
9/14/2016,151,41291/2015
9/14/2016,6,61956/2016
9/15/2016,6,11237/2016
9/15/2016,6,64016/2016
9/15/2016,20,66437/2016
9/15/2016,55,66437/2016
9/15/2016,55,89862/2016
9/16/2016,20,35034/2016
9/16/2016,6,40992/2016
9/16/2016,130,66422/2015
9/17/2016,151,25523/2015
9/18/2016,121,11333/2015
9/18/2016,55,16084/2016
9/18/2016,20,21431/2016
9/18/2016,55,21431/2016
9/18/2016,20,59491/2016
9/18/2016,110,62689/2016
9/18/2016,110,95801/2016
9/19/2016,20,15280/2016
9/19/2016,20,46693/2016
9/19/2016,55,46693/2016
9/20/2016,55,18083/2016
9/20/2016,110,67269/2016
9/20/2016,121,84211/2015
9/21/2016,20,19535/2016
9/21/2016,55,19535/2016
9/21/2016,6,77473/2016
9/22/2016,55,43457/2016
9/22/2016,20,59598/2016
9/23/2016,20,30428/2016
9/23/2016,20,32934/2016
9/23/2016,20,61091/2016
9/24/2016,181,67507/2014
9/24/2016,130,91147/2015
9/24/2016,55,91257/2016
9/25/2016,110,13934/2016
9/25/2016,151,13934/2016
9/25/2016,20,36629/2016
9/27/2016,55,13577/2016
9/27/2016,130,30617/2015
9/27/2016,55,35167/2016
9/27/2016,110,44286/2016
9/27/2016,110,86332/2016
9/28/2016,55,50968/2016
9/28/2016,20,63096/2016
10/2/2016,55,19136/2016
10/2/2016,110,38839/2016
10/2/2016,55,39828/2016
10/2/2016,130,75302/2016
10/3/2016,6,30878/2016
10/3/2016,151,59891/2016
10/3/2016,6,66984/2016
10/3/2016,145,6730/2015
10/4/2016,6,50265/2016
10/4/2016,110,61375/2016
10/4/2016,55,73129/2016
10/4/2016,55,75459/2016
10/4/2016,6,83090/2016
10/5/2016,110,5526/2016
10/6/2016,110,10269/2016
10/6/2016,55,4153/2016
10/6/2016,110,4153/2016
10/6/2016,20,63941/2016
10/7/2016,6,36643/2016
10/7/2016,190,44309/2015
10/7/2016,20,73132/2016
10/7/2016,55,73132/2016
10/7/2016,110,97698/2016
10/8/2016,20,23965/2016
10/8/2016,55,23965/2016
10/8/2016,20,86990/2016
10/9/2016,20,19257/2016
10/9/2016,20,22229/2016
10/9/2016,6,62503/2016
10/9/2016,110,67614/2016
10/9/2016,20,73055/2016
10/9/2016,6,83187/2016
10/10/2016,121,12706/2015
10/10/2016,181,56004/2014
10/10/2016,130,99079/2015
10/11/2016,20,42087/2016
10/11/2016,6,95976/2016
10/12/2016,151,51997/2015
10/12/2016,6,87372/2016
10/12/2016,130,88518/2016
10/12/2016,121,88872/2015
10/13/2016,20,42497/2016
10/13/2016,121,54258/2015
10/14/2016,20,23935/2016
10/14/2016,55,34460/2016
10/14/2016,20,61956/2016
10/15/2016,20,11237/2016
10/15/2016,190,45124/2014
10/15/2016,20,64016/2016
10/15/2016,20,67444/2016
10/15/2016,55,67444/2016
10/15/2016,6,71851/2016
10/16/2016,110,17755/2016
10/16/2016,181,38268/2014
10/16/2016,20,40992/2016
10/16/2016,6,75624/2016
10/18/2016,6,61521/2016
10/18/2016,190,75346/2015
10/18/2016,6,76605/2016
10/19/2016,55,15280/2016
10/19/2016,6,40562/2016
10/19/2016,110,53007/2016
10/19/2016,110,63052/2016
10/19/2016,130,63052/2016
10/19/2016,6,90526/2016
10/20/2016,20,4037/2016
10/20/2016,6,86175/2016
10/20/2016,6,91349/2016
10/20/2016,6,97813/2016
10/21/2016,110,57112/2016
10/22/2016,110,43457/2016
10/22/2016,6,46451/2016
10/22/2016,6,89673/2016
10/23/2016,55,30428/2016
10/23/2016,55,32934/2016
10/23/2016,110,41065/2016
10/23/2016,55,61091/2016
